Date,Door,Device ID,Device,User Group,User,Event
2026-07-10 17:29:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-13 07:50:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-13 17:28:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-14 07:56:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-14 17:29:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-15 07:58:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-15 17:17:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-16 08:20:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-16 17:25:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-17 08:00:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-17 17:26:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-20 08:13:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-20 17:30:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-21 08:08:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-21 17:32:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-22 08:09:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-22 17:07:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-23 07:50:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-23 17:27:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-24 07:51:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-24 17:34:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-27 08:17:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-27 17:14:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-28 07:51:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-28 17:14:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-29 08:15:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-29 17:22:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-30 08:00:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-30 17:12:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-31 07:58:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
2026-07-31 17:33:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,1(Nguyen Van An),1:N authentication succeeded (Face)
