Date,Door,Device ID,Device,User Group,User,Event
2026-07-16 08:13:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-16 17:05:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-17 07:50:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-17 17:09:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-20 07:51:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-20 17:22:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-21 08:10:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-21 17:08:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-22 08:18:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-22 17:12:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-23 08:14:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-23 17:22:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-24 08:11:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-24 17:27:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-27 07:56:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-27 17:24:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-28 07:57:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-28 17:06:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-29 07:53:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-29 17:34:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-30 08:10:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-30 17:22:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-31 07:59:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-31 17:20:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
